promoter,sp,codon,scaffold_base,propeptide,nglyc,cai,mfe,chaperone_load,promoter_sp_prior,esm_pLDDT,top20_cai,top20_mfe,top20_chaperone_load,top20_promoter_sp_prior,top20_esm,concordance_n5,composite_v1
PglaA,SPglaA_pro,high_gc,direct_natag_pts1ok,none,nglyc_native,1.0000,-17.3000,3.6000,0.8252,88.9500,1,1,1,1,0,4,0.8351
PglaA,SPglaA_pro,high_gc,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-17.3000,3.6000,0.8252,88.9500,1,1,1,1,0,4,0.8351
PamyB,SPglaA,cai_max,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,1.0000,-18.0000,3.7000,0.9515,88.5800,1,1,1,1,0,4,0.8343
PamyB,SPglaA,cai_max,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,1.0000,-18.0000,3.7000,0.9515,88.5800,1,1,1,1,0,4,0.8343
PamyB,SPglaA,high_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,1.0000,-18.0000,3.7000,0.9515,88.5800,1,1,1,1,0,4,0.8343
PamyB,SPglaA,high_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,1.0000,-18.0000,3.7000,0.9515,88.5800,1,1,1,1,0,4,0.8343
PamyB,SPlipase,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-20.5000,3.6000,0.7767,89.3100,1,0,1,1,1,4,0.8336
PamyB,SPlipase,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-20.5000,3.6000,0.7767,89.3100,1,0,1,1,1,4,0.8336
PamyB,SPlipase,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-20.5000,3.6000,0.7767,89.3100,1,0,1,1,1,4,0.8336
PamyB,SPlipase,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-20.5000,3.6000,0.7767,89.3100,1,0,1,1,1,4,0.8336
PtefI,SPamyB,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.6311,89.3300,1,1,1,0,1,4,0.8321
PtefI,SPamyB,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.6311,89.3300,1,1,1,0,1,4,0.8321
PtefI,SPamyB,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.6311,89.3300,1,1,1,0,1,4,0.8321
PtefI,SPamyB,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.6311,89.3300,1,1,1,0,1,4,0.8321
PamyB,SPlipase,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-20.5000,3.7000,0.7767,89.3100,1,0,1,1,1,4,0.8318
PamyB,SPlipase,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-20.5000,3.7000,0.7767,89.3100,1,0,1,1,1,4,0.8318
PamyB,SPlipase,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-20.5000,3.7000,0.7767,89.3100,1,0,1,1,1,4,0.8318
PamyB,SPlipase,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-20.5000,3.7000,0.7767,89.3100,1,0,1,1,1,4,0.8318
PglaA,SPglaA_pro,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-17.3000,3.7000,0.8252,88.9100,1,1,1,1,0,4,0.8296
PglaA,SPglaA_pro,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-17.3000,3.7000,0.8252,88.9100,1,1,1,1,0,4,0.8296
PglaA,SPglaA_pro,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-17.3000,3.7000,0.8252,88.9100,1,1,1,1,0,4,0.8296
PglaA,SPglaA_pro,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-17.3000,3.7000,0.8252,88.9100,1,1,1,1,0,4,0.8296
PamyB,SPalpA,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-23.7000,3.6000,0.7961,89.4000,1,0,1,1,1,4,0.8286
PamyB,SPalpA,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-23.7000,3.6000,0.7961,89.4000,1,0,1,1,1,4,0.8286
PamyB,SPalpA,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-23.7000,3.6000,0.7961,89.4000,1,0,1,1,1,4,0.8286
PamyB,SPalpA,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-23.7000,3.6000,0.7961,89.4000,1,0,1,1,1,4,0.8286
PglaA,SPamyB,5p_softened,direct_natag_pts1ok,short_kex2_pro,nglyc_native,0.8877,-18.0000,3.7000,0.8252,89.3300,0,1,1,1,1,4,0.8270
PglaA,SPamyB,5p_softened,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,0.8877,-18.0000,3.7000,0.8252,89.3300,0,1,1,1,1,4,0.8270
PglaA,SPamyB,cai_max,glaA_trunc_KR_3xAla,none,nglyc_native,1.0000,-13.3000,8.5000,0.8252,89.5800,1,1,0,1,1,4,0.8269
PglaA,SPamyB,cai_max,glaA_trunc_KR_3xAla,none,nglyc_ablated,1.0000,-13.3000,8.5000,0.8252,89.5800,1,1,0,1,1,4,0.8269
PglaA,SPamyB,high_gc,glaA_trunc_KR_3xAla,none,nglyc_native,1.0000,-13.3000,8.5000,0.8252,89.5800,1,1,0,1,1,4,0.8269
PglaA,SPamyB,high_gc,glaA_trunc_KR_3xAla,none,nglyc_ablated,1.0000,-13.3000,8.5000,0.8252,89.5800,1,1,0,1,1,4,0.8269
PgpdA,SPamyB,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-13.3000,3.6000,0.5340,89.5800,1,1,1,0,1,4,0.8268
PgpdA,SPamyB,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-13.3000,3.6000,0.5340,89.5800,1,1,1,0,1,4,0.8268
PgpdA,SPamyB,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-13.3000,3.6000,0.5340,89.5800,1,1,1,0,1,4,0.8268
PgpdA,SPamyB,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-13.3000,3.6000,0.5340,89.5800,1,1,1,0,1,4,0.8268
PnmtA,SPamyB,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.5825,89.4300,1,1,1,0,1,4,0.8263
PnmtA,SPamyB,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.5825,89.4300,1,1,1,0,1,4,0.8263
PnmtA,SPamyB,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.5825,89.4300,1,1,1,0,1,4,0.8263
PnmtA,SPamyB,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.5825,89.4300,1,1,1,0,1,4,0.8263
PglaA,SPamyB_pro,5p_softened,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,0.8877,-17.8000,3.7000,0.8500,89.2200,0,1,1,1,1,4,0.8259
PglaA,SPamyB_pro,5p_softened,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,0.8877,-17.8000,3.7000,0.8500,89.2200,0,1,1,1,1,4,0.8259
PamyB,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,none,nglyc_native,0.6618,-17.8000,3.6000,1.0000,89.4900,0,1,1,1,1,4,0.8248
PamyB,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,none,nglyc_ablated,0.6618,-17.8000,3.6000,1.0000,89.4900,0,1,1,1,1,4,0.8248
PamyB,SPlipase,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-20.5000,3.7000,0.7767,89.2300,1,0,1,1,1,4,0.8246
PamyB,SPlipase,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-20.5000,3.7000,0.7767,89.2300,1,0,1,1,1,4,0.8246
PamyB,SPlipase,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-20.5000,3.7000,0.7767,89.2300,1,0,1,1,1,4,0.8246
PamyB,SPlipase,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-20.5000,3.7000,0.7767,89.2300,1,0,1,1,1,4,0.8246
PglaA,SPglaA_pro,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-17.3000,3.7000,0.8252,88.8400,1,1,1,1,0,4,0.8233
PglaA,SPglaA_pro,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-17.3000,3.7000,0.8252,88.8400,1,1,1,1,0,4,0.8233
PglaA,SPglaA_pro,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-17.3000,3.7000,0.8252,88.8400,1,1,1,1,0,4,0.8233
PglaA,SPglaA_pro,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-17.3000,3.7000,0.8252,88.8400,1,1,1,1,0,4,0.8233
PglaA,SPglaA,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-18.0000,3.6000,0.8087,88.9200,1,1,1,1,0,4,0.8231
PglaA,SPglaA,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-18.0000,3.6000,0.8087,88.9200,1,1,1,1,0,4,0.8231
PglaA,SPglaA,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-18.0000,3.6000,0.8087,88.9200,1,1,1,1,0,4,0.8231
PglaA,SPglaA,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-18.0000,3.6000,0.8087,88.9200,1,1,1,1,0,4,0.8231
PamyB,SPamyB,5p_softened_balanced,direct_3xAla_pts1blk,none,nglyc_native,0.6618,-18.0000,3.6000,0.9709,89.5800,0,1,1,1,1,4,0.8229
PamyB,SPamyB,5p_softened_balanced,direct_3xAla_pts1blk,none,nglyc_ablated,0.6618,-18.0000,3.6000,0.9709,89.5800,0,1,1,1,1,4,0.8229
PamyB,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.6311,89.3900,1,1,1,0,1,4,0.8220
PamyB,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.6311,89.3900,1,1,1,0,1,4,0.8220
PamyB,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.6311,89.3900,1,1,1,0,1,4,0.8220
PamyB,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.6311,89.3900,1,1,1,0,1,4,0.8220
PglaA,SPglaA_pro,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-17.3000,3.6000,0.8252,88.7700,1,1,1,1,0,4,0.8188
PglaA,SPglaA_pro,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-17.3000,3.6000,0.8252,88.7700,1,1,1,1,0,4,0.8188
PglaA,SPglaA_pro,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-17.3000,3.6000,0.8252,88.7700,1,1,1,1,0,4,0.8188
PglaA,SPglaA_pro,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-17.3000,3.6000,0.8252,88.7700,1,1,1,1,0,4,0.8188
PamyB,SPamyB_pro,5p_softened_balanced,direct_his6_pts1ok,short_kex2_pro,nglyc_native,0.6618,-17.8000,3.7000,1.0000,89.4400,0,1,1,1,1,4,0.8185
PamyB,SPamyB_pro,5p_softened_balanced,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,0.6618,-17.8000,3.7000,1.0000,89.4400,0,1,1,1,1,4,0.8185
PamyB,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.6311,89.3500,1,1,1,0,1,4,0.8184
PamyB,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.6311,89.3500,1,1,1,0,1,4,0.8184
PamyB,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.6311,89.3500,1,1,1,0,1,4,0.8184
PamyB,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.6311,89.3500,1,1,1,0,1,4,0.8184
PnmtA,SPamyB,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.5825,89.3300,1,1,1,0,1,4,0.8172
PnmtA,SPamyB,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.5825,89.3300,1,1,1,0,1,4,0.8172
PnmtA,SPamyB,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.5825,89.3300,1,1,1,0,1,4,0.8172
PnmtA,SPamyB,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.5825,89.3300,1,1,1,0,1,4,0.8172
PamyB,SPpepO,cai_max,direct_his6_pts1ok,none,nglyc_native,1.0000,-17.6000,3.6000,0.8252,88.7500,1,1,1,1,0,4,0.8152
PamyB,SPpepO,cai_max,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-17.6000,3.6000,0.8252,88.7500,1,1,1,1,0,4,0.8152
PamyB,SPpepO,high_gc,direct_his6_pts1ok,none,nglyc_native,1.0000,-17.6000,3.6000,0.8252,88.7500,1,1,1,1,0,4,0.8152
PamyB,SPpepO,high_gc,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-17.6000,3.6000,0.8252,88.7500,1,1,1,1,0,4,0.8152
PamyB,SPpepO,cai_max,direct_natag_pts1ok,none,nglyc_native,1.0000,-17.6000,3.6000,0.8252,88.7300,1,1,1,1,0,4,0.8134
PamyB,SPpepO,cai_max,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-17.6000,3.6000,0.8252,88.7300,1,1,1,1,0,4,0.8134
PamyB,SPpepO,high_gc,direct_natag_pts1ok,none,nglyc_native,1.0000,-17.6000,3.6000,0.8252,88.7300,1,1,1,1,0,4,0.8134
PamyB,SPpepO,high_gc,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-17.6000,3.6000,0.8252,88.7300,1,1,1,1,0,4,0.8134
PamyB,SPamyB_pro,5p_softened_balanced,direct_natag_pts1ok,short_kex2_pro,nglyc_native,0.6618,-17.8000,3.7000,1.0000,89.3800,0,1,1,1,1,4,0.8131
PamyB,SPamyB_pro,5p_softened_balanced,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,0.6618,-17.8000,3.7000,1.0000,89.3800,0,1,1,1,1,4,0.8131
PgpdA,SPamyB,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.5340,89.4300,1,1,1,0,1,4,0.8114
PgpdA,SPamyB,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.5340,89.4300,1,1,1,0,1,4,0.8114
PgpdA,SPamyB,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.5340,89.4300,1,1,1,0,1,4,0.8114
PgpdA,SPamyB,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.5340,89.4300,1,1,1,0,1,4,0.8114
PglaA,SPglaA_pro,cai_max,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,1.0000,-17.3000,3.7000,0.8252,88.6900,1,1,1,1,0,4,0.8097
PglaA,SPglaA_pro,cai_max,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,1.0000,-17.3000,3.7000,0.8252,88.6900,1,1,1,1,0,4,0.8097
PglaA,SPglaA_pro,high_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,1.0000,-17.3000,3.7000,0.8252,88.6900,1,1,1,1,0,4,0.8097
PglaA,SPglaA_pro,high_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,1.0000,-17.3000,3.7000,0.8252,88.6900,1,1,1,1,0,4,0.8097
PglaA,SPglaA,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-18.0000,3.7000,0.8087,88.7900,1,1,1,1,0,4,0.8095
PglaA,SPglaA,cai_max,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-18.0000,3.7000,0.8087,88.7900,1,1,1,1,0,4,0.8095
PglaA,SPglaA,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_native,1.0000,-18.0000,3.7000,0.8087,88.7900,1,1,1,1,0,4,0.8095
PglaA,SPglaA,high_gc,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-18.0000,3.7000,0.8087,88.7900,1,1,1,1,0,4,0.8095
PamyB,SPamyB,5p_softened_balanced,direct_his6_pts1ok,short_kex2_pro,nglyc_native,0.6618,-18.0000,3.7000,0.9709,89.4300,0,1,1,1,1,4,0.8075
PamyB,SPamyB,5p_softened_balanced,direct_his6_pts1ok,short_kex2_pro,nglyc_ablated,0.6618,-18.0000,3.7000,0.9709,89.4300,0,1,1,1,1,4,0.8075
PamyB,SPlipase_pro,cai_max,direct_his6_pts1ok,none,nglyc_native,1.0000,-25.1000,3.6000,0.7961,89.2400,1,0,1,1,1,4,0.8057
PamyB,SPlipase_pro,cai_max,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-25.1000,3.6000,0.7961,89.2400,1,0,1,1,1,4,0.8057
PamyB,SPlipase_pro,high_gc,direct_his6_pts1ok,none,nglyc_native,1.0000,-25.1000,3.6000,0.7961,89.2400,1,0,1,1,1,4,0.8057
PamyB,SPlipase_pro,high_gc,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-25.1000,3.6000,0.7961,89.2400,1,0,1,1,1,4,0.8057
PglaA,SPglaA,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-18.0000,3.7000,0.8087,88.7400,1,1,1,1,0,4,0.8050
PglaA,SPglaA,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-18.0000,3.7000,0.8087,88.7400,1,1,1,1,0,4,0.8050
PglaA,SPglaA,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-18.0000,3.7000,0.8087,88.7400,1,1,1,1,0,4,0.8050
PglaA,SPglaA,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-18.0000,3.7000,0.8087,88.7400,1,1,1,1,0,4,0.8050
PamyB,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.6311,89.1800,1,1,1,0,1,4,0.8030
PamyB,SPcbhI,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.6311,89.1800,1,1,1,0,1,4,0.8030
PamyB,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-16.2000,3.6000,0.6311,89.1800,1,1,1,0,1,4,0.8030
PamyB,SPcbhI,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.6311,89.1800,1,1,1,0,1,4,0.8030
PglaA,SPamyB,5p_softened_balanced,direct_his6_pts1ok,none,nglyc_native,0.6618,-18.0000,3.6000,0.8252,89.8500,0,1,1,1,1,4,0.8027
PglaA,SPamyB,5p_softened_balanced,direct_his6_pts1ok,none,nglyc_ablated,0.6618,-18.0000,3.6000,0.8252,89.8500,0,1,1,1,1,4,0.8027
PgpdA,SPamyB,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.5340,89.3300,1,1,1,0,1,4,0.8024
PgpdA,SPamyB,cai_max,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.5340,89.3300,1,1,1,0,1,4,0.8024
PgpdA,SPamyB,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,3.7000,0.5340,89.3300,1,1,1,0,1,4,0.8024
PgpdA,SPamyB,high_gc,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,3.7000,0.5340,89.3300,1,1,1,0,1,4,0.8024
PamyB,SPpepO,cai_max,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-17.6000,3.6000,0.8252,88.5900,1,1,1,1,0,4,0.8007
PamyB,SPpepO,cai_max,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-17.6000,3.6000,0.8252,88.5900,1,1,1,1,0,4,0.8007
PamyB,SPpepO,high_gc,direct_3xAla_pts1blk,none,nglyc_native,1.0000,-17.6000,3.6000,0.8252,88.5900,1,1,1,1,0,4,0.8007
PamyB,SPpepO,high_gc,direct_3xAla_pts1blk,none,nglyc_ablated,1.0000,-17.6000,3.6000,0.8252,88.5900,1,1,1,1,0,4,0.8007
PglaA,SPamyB_pro,5p_softened_balanced,direct_his6_pts1ok,none,nglyc_native,0.6618,-17.8000,3.6000,0.8500,89.7200,0,1,1,1,1,4,0.7997
PglaA,SPamyB_pro,5p_softened_balanced,direct_his6_pts1ok,none,nglyc_ablated,0.6618,-17.8000,3.6000,0.8500,89.7200,0,1,1,1,1,4,0.7997
PamyB,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,0.6618,-17.8000,3.7000,1.0000,89.2200,0,1,1,1,1,4,0.7986
PamyB,SPamyB_pro,5p_softened_balanced,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,0.6618,-17.8000,3.7000,1.0000,89.2200,0,1,1,1,1,4,0.7986
PamyB,SPamyB,5p_softened_balanced,direct_natag_pts1ok,short_kex2_pro,nglyc_native,0.6618,-18.0000,3.7000,0.9709,89.3300,0,1,1,1,1,4,0.7984
PamyB,SPamyB,5p_softened_balanced,direct_natag_pts1ok,short_kex2_pro,nglyc_ablated,0.6618,-18.0000,3.7000,0.9709,89.3300,0,1,1,1,1,4,0.7984
PglaA,SPamyB,cai_max,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,8.9000,0.8252,89.3300,1,1,0,1,1,4,0.7970
PglaA,SPamyB,cai_max,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,8.9000,0.8252,89.3300,1,1,0,1,1,4,0.7970
PglaA,SPamyB,high_gc,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_native,1.0000,-13.3000,8.9000,0.8252,89.3300,1,1,0,1,1,4,0.7970
PglaA,SPamyB,high_gc,glaA_trunc_KR_pts1ok,short_kex2_pro,nglyc_ablated,1.0000,-13.3000,8.9000,0.8252,89.3300,1,1,0,1,1,4,0.7970
PglaA,SPamyB,5p_softened_balanced,direct_natag_pts1ok,none,nglyc_native,0.6618,-18.0000,3.6000,0.8252,89.7500,0,1,1,1,1,4,0.7936
PglaA,SPamyB,5p_softened_balanced,direct_natag_pts1ok,none,nglyc_ablated,0.6618,-18.0000,3.6000,0.8252,89.7500,0,1,1,1,1,4,0.7936
PglaA,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.5364,89.3900,1,1,1,0,1,4,0.7930
PglaA,SPcbhI,cai_max,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.5364,89.3900,1,1,1,0,1,4,0.7930
PglaA,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.5364,89.3900,1,1,1,0,1,4,0.7930
PglaA,SPcbhI,high_gc,direct_his6_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.5364,89.3900,1,1,1,0,1,4,0.7930
PglaA,SPamyB_pro,5p_softened_balanced,direct_natag_pts1ok,none,nglyc_native,0.6618,-17.8000,3.6000,0.8500,89.6400,0,1,1,1,1,4,0.7924
PglaA,SPamyB_pro,5p_softened_balanced,direct_natag_pts1ok,none,nglyc_ablated,0.6618,-17.8000,3.6000,0.8500,89.6400,0,1,1,1,1,4,0.7924
PamyB,SPamyB,cai_max,glaA_KRGGG_pts1ok,none,nglyc_native,1.0000,-13.3000,13.7000,0.9709,89.7500,1,1,0,1,1,4,0.7924
PamyB,SPamyB,cai_max,glaA_KRGGG_pts1ok,none,nglyc_ablated,1.0000,-13.3000,13.7000,0.9709,89.7500,1,1,0,1,1,4,0.7924
PamyB,SPamyB,high_gc,glaA_KRGGG_pts1ok,none,nglyc_native,1.0000,-13.3000,13.7000,0.9709,89.7500,1,1,0,1,1,4,0.7924
PamyB,SPamyB,high_gc,glaA_KRGGG_pts1ok,none,nglyc_ablated,1.0000,-13.3000,13.7000,0.9709,89.7500,1,1,0,1,1,4,0.7924
PamyB,SPamyB,cai_max,glaA_KR_pts1ok,none,nglyc_native,1.0000,-13.3000,13.8000,0.9709,89.7500,1,1,0,1,1,4,0.7906
PamyB,SPamyB,cai_max,glaA_KR_pts1ok,none,nglyc_ablated,1.0000,-13.3000,13.8000,0.9709,89.7500,1,1,0,1,1,4,0.7906
PamyB,SPamyB,high_gc,glaA_KR_pts1ok,none,nglyc_native,1.0000,-13.3000,13.8000,0.9709,89.7500,1,1,0,1,1,4,0.7906
PamyB,SPamyB,high_gc,glaA_KR_pts1ok,none,nglyc_ablated,1.0000,-13.3000,13.8000,0.9709,89.7500,1,1,0,1,1,4,0.7906
PglaA,SPglaA,cai_max,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,1.0000,-18.0000,3.7000,0.8087,88.5800,1,1,1,1,0,4,0.7905
PglaA,SPglaA,cai_max,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,1.0000,-18.0000,3.7000,0.8087,88.5800,1,1,1,1,0,4,0.7905
PglaA,SPglaA,high_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_native,1.0000,-18.0000,3.7000,0.8087,88.5800,1,1,1,1,0,4,0.7905
PglaA,SPglaA,high_gc,direct_3xAla_pts1blk,short_kex2_pro,nglyc_ablated,1.0000,-18.0000,3.7000,0.8087,88.5800,1,1,1,1,0,4,0.7905
PglaA,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.5364,89.3500,1,1,1,0,1,4,0.7894
PglaA,SPcbhI,cai_max,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.5364,89.3500,1,1,1,0,1,4,0.7894
PglaA,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_native,1.0000,-16.2000,3.6000,0.5364,89.3500,1,1,1,0,1,4,0.7894
PglaA,SPcbhI,high_gc,direct_natag_pts1ok,none,nglyc_ablated,1.0000,-16.2000,3.6000,0.5364,89.3500,1,1,1,0,1,4,0.7894
PamyB,SPamyB,cai_max,glaA_KRGGG_3xAla,none,nglyc_native,1.0000,-13.3000,13.4000,0.9709,89.5800,1,1,0,1,1,4,0.7825
PamyB,SPamyB,cai_max,glaA_KRGGG_3xAla,none,nglyc_ablated,1.0000,-13.3000,13.4000,0.9709,89.5800,1,1,0,1,1,4,0.7825
PamyB,SPamyB,high_gc,glaA_KRGGG_3xAla,none,nglyc_native,1.0000,-13.3000,13.4000,0.9709,89.5800,1,1,0,1,1,4,0.7825
